name;description;folder;type;geometry
"AMA Pq. Conquista";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22654311160329,-22.87760815362347,0']"
"AMA Clemente Ferreira";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22258822075897,-22.87591678017352,0']"
"SOS";"E UM SERVIÇO DE OBRAS SOCIAS, COM CURSOS PROFISSIONALIZANTES, SENDO UM DOS MAIS ANTIGOS DO BAIRRO,SENDO QUE DENTRO DO ESPAÇO ENCONTRA-SE  O GOL DE LETRA(ONG) PRINCIPAL ARTICULADOR JUNTO AO GAL  REPÚBLICA IMPERIAL DO CAJU,  TEM CURSOS PROFISSIONALIZANTES, PARA  ADOLECENTES ONDE EXISTE UMA BIBLIOTECA MUITO BEM MONTADA,E  TAMBEM UMA ESCOLA MUNICIPAL, PROF. WALTER FRANKEL, DENTRO DESSE ESPAÇO.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22422969527027,-22.87825296147054,0']"
"AMA Parque Alegria";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23094210091777,-22.88530757297813,0']"
"AMA Quinta do Caju";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21291103128259,-22.87522461158296,0']"
"AMA V. do João";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24016687916229,-22.87337040110792,0']"
"AMA V. do Pinheiros";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23756146030563,-22.86938135904063,0']"
"AMA Conjto. Esperança";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23896105758242,-22.87670154118323,0']"
"Grupo Jovem Quadrilhão";"Quadrilha Bem Querer<br>Grupos de Futebol";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22575994805083,-22.88240843203146,0']"
"empresa de ônibus 10001";"encontra -se localizada numa grande área do bairro , na rua carlos seidl";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22575789619811,-22.87619022998551,0']"
"PARQUE DE ELETRONICA DA AERONAUTICA";"MAIOR PARQUE DE ELETRONICA DO BRASIL ONDE  SE FAZ O CONTROLE DE VÔOS .";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21492571862172,-22.87453580526256,0']"
"INPH( istituto nacional de pesquisas hidroviarias";"possui o maior láboratorio de estudos de agúas do  mar e dos rios do brasil. medido as variações das mares. e muito antigo no bairro, estar vinculado   ao ministério dos transporte";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.2130518751807,-22.87573663816121,0']"
"Fund. Gol de Letra";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22347998450351,-22.87876149455211,0']"
"HOSPITAL NOSSA SENHORA DO SOCORRO";"HOSPITAL PERTENCENTE A SANTA CASA DE MISERICORDIA CENTENÁRIO , QUE ALGUNS ANOS TRANSFOMOU-SE DE HOSPITAL PARA ASILO DE IDOSOS POBRES PARA HOMENS E MULHERES .";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21817318414946,-22.88184843010918,0']"
"";"DPO";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21635829674887,-22.87699374028767,0']"
"Museu da Comlurb (DESATIVADO)";"Casa de Banhos D. João VI <br>FOI TRANSFORMADA EM MUSEU MANTIDO PELA COLURB, QUE ATUALMENTE ENCERROU SUAS  ATIVIDADES SEM COMUNICAR AOS MORADORES, DEIXANDO A COMUNIDADE SEM O SEU E UNICO   CORREDOR CULTURAL.<br>MAIS UMA VEZ O BAIRRO DO CAJU FICOU POBRE DE CULTURA, NÃO POSSUIMOS NO BAIRRO NEM UMA ARÉA DE LAZER.<br>REALMENTE O POVO DO RIO DE JANEIRO SÓ CONHECE O CAJU QUANDO VAI ENTERRAR SEUS MORTOS. SÓ QUE INFELISMENTE O CAJU , COMEÇA COM A MORTE MAIS ATRÁS TEM  VIDA QUE SÃO OS MORADORES PORQUE AS AUTORIDADES NÃO FAZEM NADA E RECOLHE OS IMPOSTOS DAS EMPRESAS DO BAIRRO QUE ESTRGA COMPLETAMENTE NOSSO ESPAÇO FISICO E ENCHEM SEUS COFRES DE CIFRAS";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21146208653233,-22.87882973155079,0']"
"Arsenal de Guerra";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21693489659356,-22.88052026921189,0']"
"";"Sula Bar";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22787016750128,-22.8818803443913,0']"
"ASILO SÃO LUIZ PARA VELHIÇE";"Casa de Repouso<br>SITUADO NO BAIRRO DO CAJU,  HA MAIS DE 100 ANOS NA RUA GENERAL GURJÃO, ACOLHE CENTENAS DE VELHINHOS PAGANDO MUITO BEM, ANTIGAMENTE ERA DEDICADO  AOS POBRES  VELHOS E HOJE EM DIA SÓ PARA PESSOAS DE MUITAS POSSES, LUGAR LINDISSIMO, QUE NEM PARECE QUE ESTAMOS NO CAJU.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21442020716206,-22.87809171211788,0']"
"";"Igreja São Pedro";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21274732788591,-22.87307077141764,0']"
"";"Cruzada São Pedro";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22139822985555,-22.8757056931,0']"
"Refinaria de Manguinhos";"Refinaria de Manguinhos - - Grupo Peixoto de Castro";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23534382334152,-22.87880041040133,0']"
"XXXº RA -Prefeitura";"Ong. Geração Semelhante";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24339823019007,-22.858785678534,0']"
"";"Empresa de Onibus Real";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22575638332505,-22.88276242250677,0']"
"";"Gideão Roupas";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22845940703569,-22.88338097057222,0']"
"";"Igreja Santo Andre";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22760235174544,-22.88565159785556,0']"
"";"Radio Cristal";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22806510521499,-22.88129542627154,0']"
"";"NHJ Transportadora";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24381864408829,-22.87135753204766,0']"
"psf fernando braga lopes";"O PSF FERNANDO ANTONIO BRAGA LOPES ERA O  ANTIGO POSTO DE SÁUDE, QUE TINHA O MESMO NOME E FOI TRANSFORMADO EM PSF .<br>COM ESSA MUDANÇA PIOROU O ATENDIMENTO A POPULAÇÃO DO POVO DO CAJU,NÃO TENDO MEDICOS PARA ATENDER A POPULAÇÃO, QUE ESTAR EM TORNO DE 30 MIL PESSOAS, PRECISANDO DE RECUSOS HUMANOS.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22436120771088,-22.87919261890184,0']"
"VILA DO MEXICANO(TORTO)";"DENTRO DO PARQUE ALEGRIA FOI CRIADA UMA NOVA COMUNIDADE   CHAMADA VILA  DO MEXICANO CONHECIDA POPULARMENTE COMO TORTO.<br>FOI CRIADA UMA CRECHE PELA PREFEITURA RECENTEMENTE<br>QUE SE CHAMA  EDY.  <br>LOCAL  ONDE FOI DOADO O LEGO ATRÁVES DO GAL DA REPUBLICA IMPERIAL,ONDE UMA RECREADORA FOI CAPACITADA PARA BRINCAR COM AS CRIANÇAS,DOAÇÃO FEITA DA DINAMARCA.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23124723569112,-22.88440797470654,0']"
"Cine pipoca";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36582383065153,-22.74305226192008,0']"
"C.E Castro Alves";"Encontro Educativo";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.38477613325626,-22.74837696378576,0']"
"";"Abordagem residencial";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35828030829761,-22.75300701028609,0']"
"Associacao Gafroba";"Apresentação do projeto";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36736398564177,-22.75118304445515,0']"
"Ass.de Moradores do Redentor";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36747172513979,-22.7574617991457,0']"
"Centro Social Força e Esperança";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.3628872463969,-22.7600450412405,0']"
"Instituto Resgatando Vidas";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36262241549791,-22.75800370430589,0']"
"";"Abordagem Familiar";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36526288565737,-22.74353082016998,0']"
"";"Mascate educativo - Julho";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36940313836686,-22.75313567018263,0']"
"Moto taxi";"Mascate Educativo moto taxi";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36225268170131,-22.75872685628981,0']"
"Escola Ernesto Che Guevara";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36513621670454,-22.75861500544374,0']"
"Colégio Municipal Julieta";"encontro educativo";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.3648570216673,-22.75675894019647,0']"
"Comunidade das Pedrinhas";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36532422796829,-22.74411387817751,0']"
"Parceiro Político";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.368635925001,-22.75215610895581,0']"
"Campo do Costa Junior";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36916639015722,-22.75282249511356,0']"
"";"Campo";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36625656505154,-22.75082052003985,0']"
"Campo do Vail";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36613136483128,-22.74259323278344,0']"
"Praça Redentor";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.37088162172606,-22.75506433000966,0']"
"Praça Poli esportiva";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36217007502111,-22.75608397975,0']"
"";"aplicação de questionário";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36584337178017,-22.7440971392528,0']"
"Festa Junina";"evento comunitário de festa junina";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36869146902338,-22.75235221735462,0']"
"";"Mascate educativo";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36400003069811,-22.75695724217473,0']"
"";"mascate educativo";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36525082945958,-22.76020131580243,0']"
"";"mascate esducativo";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36229530648721,-22.76007592945793,0']"
"E.M. Márcia Brito";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.38082814540362,-22.75481546419442,0']"
"Ass. de Moradores da Jacutinga";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41588633248354,-22.77104672472292,0']"
"Praça Elizabet Paixão";"CAMELO EDUCATIVO PRAÇA ELIZABET PAIXÃO";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.42952371799768,-22.78272004092882,0']"
"";"CAMELO EDUCATIVO";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.4146351530097,-22.77768460769301,0']"
"Ana Peixoto";"ABORDAGEM NAS RESIDENCIAS ANA PEIXOTO";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41641104313075,-22.77387293467711,0']"
"Trav Olivia de Brito";"ABORDAGEM NAS RESIDENCIAS TRAV OLIVIA DE BRITO";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41887206792976,-22.77321779439373,0']"
"";"ABORDAGENS RESIDENCIAIS";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41823415979497,-22.77329347479995,0']"
"";"RODA DE CONVERSA";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41745826473932,-22.77273425957473,0']"
"Sensibilização com motoristas de Kombi";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41631522457872,-22.76884352385965,0']"
"";"RODA DE CONVERSAS NA COMUNIDADE DO FUSÃO";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41692337481334,-22.77054875686096,0']"
"PSF Tamaru";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41806609199832,-22.76935495340133,0']"
"U.M.M.B";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.42047353156639,-22.77194378705786,0']"
"CMS Paraná";"CMS PARANÁ COOD TB/DST/AIDS(PARCEIRO)";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.43293218090567,-22.77777419571437,0']"
"CEU";"(ODONTO PARCEIRO)";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.42856275779521,-22.78269264867779,0']"
"Delegacia de Mulheres";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.43049172601465,-22.78070417857055,0']"
"Secretaria de Educação";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.43177821894349,-22.77792156538661,0']"
"Secretaria de Saúde";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.43524258170915,-22.78977720144819,0']"
"Secretaria de Assistência Social";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.40696646495634,-22.77830163512952,0']"
"Secretaria do Meio Ambiente";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.43244459937244,-22.78364974567837,0']"
"J. B.";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.40213987768179,-22.77688669987229,0']"
"CRAS";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41911862211205,-22.77284550172463,0']"
"Campo do Cruzeiro";"Av. Antonio Borges,209 - Jacutinga, Mesquita - RJ, 26456-030, Brasil";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41729698677713,-22.7721258182581,0']"
"";"COMUNIDADE EVANGELICA DE JACUTINGA";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41706872992582,-22.77109733483485,0']"
"";"COMUNIDADE EVANGELICA";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.42019080322118,-22.77597197314651,0']"
"";"COMUNIDADE EVANGELICA";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.41986073087983,-22.7743983600404,0']"
"Futura creche do Fusão";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.4171691759805,-22.77150414611445,0']"
"GTA - Grupo Tia Angélica";"R. Tapinhoã, lote 02, quadra 151 - Parque Paulista, Duque de Caxias - RJ, 25261-200, Brasil<br><br>Gincana (apresentação das atividades 6,13,20 e 27 junho)<br>Ofina de reciclagem (3ª feira)<br>Oficinas de tabuleiro";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25519237392403,-22.65700141880216,0']"
"";"camelo educativo - mulheres";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25878910051656,-22.63885811572449,0']"
"";"camelo educativo";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25618777888589,-22.65692550877844,0']"
"G7";"G7 assistencia comunitária";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25496123874923,-22.65051859816734,0']"
"Natividade";"Natividade<br>instituição parceira";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25845811363477,-22.64542269224198,0']"
"Rádio comunitária";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26660984045908,-22.63727460283195,0']"
"CIEP Henfil";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25999708597443,-22.6489233149438,0']"
"C. M. Gama Borges";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25822614316637,-22.64614833181198,0']"
"C. E. Padre Anchieta";"palestra mulheres";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26568885771417,-22.63618079075507,0']"
"Atendimento a mulheres";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25910451140375,-22.63857191253095,0']"
"";"igreja evangelica<br>igreja Metodista";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.2572986361861,-22.65363901501891,0']"
"";"igreja catolica<br><br>igreja são francisco de assis";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26116843318923,-22.64731659626101,0']"
"";"centro religioso espirita";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26120029539456,-22.6413981416215,0']"
"Posto de Saúde";"parque equitativa";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26577383657682,-22.63528624957009,0']"
"Área de lazer";"campo do Paulistano";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26378501998956,-22.64125436869935,0']"
"Praça Equitativa";"área de atuação de camelo educativo";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26627436675215,-22.6357114030032,0']"
"Centro esportivo - Torneio de Futebol";"Samucão";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26296652742374,-22.64128368113797,0']"
"Área de lazer";"campo do botafoguinho";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25345319726274,-22.65565758773008,0']"
"Cidade do Parque Paulista";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"polys";"[u'-43.27068496766923,-22.63819864840113,0', u'-43.26554521535567,-22.65243769328257,0', u'-43.25132300439264,-22.65963303775544,0', u'-43.24521532445031,-22.65566597877685,0', u'-43.24746544831525,-22.65206901522086,0', u'-43.24621984631003,-22.65088259894845,0', u'-43.25164314984739,-22.64291053354778,0', u'-43.25545946301788,-22.64139003422894,0', u'-43.25995760163967,-22.63289825571321,0', u'-43.27068496766923,-22.63819864840113,0']"
"mercado do André";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25464451191731,-22.65270648884253,0']"
"mercado tradição";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26096938875001,-22.64782606505955,0']"
"supermercado Celma";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26482904795111,-22.63702774144024,0']"
"bar do Carlos Pedro";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26108210535375,-22.64744721357905,0']"
"Centro Apoio Social Mulheres";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35427525149976,-22.90646963072481,0']"
"Casa da Juliana";"Camelô educativo casa da Juliana";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35251689634412,-22.90921317262877,0']"
"Camelô e evento do Dia das Mães no Vale da Mata";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35165759911433,-22.90796790557469,0']"
"Creche Emilia Joana";"Camelô na Creche";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.3529536587878,-22.90749117939869,0']"
"Igreja Batista";"Camelô na Igreja Batista";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35447812868751,-22.90738101523422,0']"
"CIEP";"Camelô no CIEP";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35747937969821,-22.90609639346846,0']"
"Grota";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35223308228942,-22.90693988756013,0']"
"Bela Vista";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35480995578749,-22.90950777598727,0']"
"Ponto de Ônibus";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35632584455636,-22.90377292461719,0']"
"Moto Taxi";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35630328237081,-22.90457384255031,0']"
"Moto táxi do Tanque";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.36856461590453,-22.90849930395574,0']"
"Ciep Lindofo Color";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35684214867855,-22.90648652295458,0']"
"Vila  Olímpica";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35726917646868,-22.90842590301891,0']"
"Pam da Praça Seca";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.34737071135885,-22.9026635847971,0']"
"Posto de Saude";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.3710499605038,-22.90986745977443,0']"
"";"campo";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.35438923197513,-22.90555186030216,0']"
